DATE,MATERIAL_NAME,INBOUND,OUTBOUND,BEFORE,AFTER,NET_OUT_MT,REMAINING CAPACITY
2/1/2024,MAT-0007,0.0,24.76,117.725,92.965,42162.24,15837.760000000002
2/1/2024,MAT-0013,0.0,54.0,386.275,332.275,42108.24,15891.760000000002
2/1/2024,MAT-0015,0.0,99.0,1762.45,1663.45,42009.24,15990.760000000002
2/1/2024,MAT-0055,0.0,12.38,664.55,652.17,41996.86,16003.14
2/1/2024,MAT-0056,0.0,0.6,26.525,25.925,41996.26,16003.739999999998
2/1/2024,MAT-0084,0.0,24.75,431.525,406.775,41971.51,16028.489999999998
2/1/2024,MAT-0112,0.0,74.27,276.35,202.08000000000004,41897.240000000005,16102.759999999995
2/1/2024,MAT-0142,0.0,15.0,1101.0,1086.0,41882.240000000005,16117.759999999995
2/1/2024,MAT-0143,0.0,0.05,1061.45,1061.4,41882.19,16117.809999999998
2/1/2024,MAT-0145,0.0,34.5,3090.025,3055.525,41847.69,16152.309999999998
2/1/2024,MAT-0195,0.0,0.11,454.1,453.99,41847.58,16152.419999999998
2/1/2024,MAT-0206,0.0,90.01,839.175,749.165,41757.57,16242.43
2/1/2024,MAT-0229,0.0,49.62,251.175,201.555,41707.95,16292.050000000003
2/1/2024,MAT-0264,0.0,99.01,684.05,585.04,41608.939999999995,16391.060000000005
2/1/2024,MAT-0266,0.0,9.63,10.125,0.4949999999999992,41599.31,16400.690000000002
2/1/2024,MAT-0268,0.0,102.0,410.7,308.7,41497.31,16502.690000000002
2/1/2024,MAT-0314,0.0,3.25,922.175,918.925,41494.06,16505.940000000002
2/1/2024,MAT-0316,0.0,49.51,141.1,91.59,41444.549999999996,16555.450000000004
2/1/2024,MAT-0317,0.0,13.75,176.925,163.175,41430.799999999996,16569.200000000004
2/1/2024,MAT-0318,0.0,99.0,397.5,298.5,41331.799999999996,16668.200000000004
2/1/2024,MAT-0319,0.0,24.75,960.475,935.725,41307.049999999996,16692.950000000004
2/1/2024,MAT-0321,0.0,24.75,198.05,173.3,41282.299999999996,16717.700000000004
2/1/2024,MAT-0325,0.0,49.5,685.8,636.3,41232.799999999996,16767.200000000004
2/1/2024,MAT-0339,0.0,0.35,1.125,0.775,41232.45,16767.550000000003
2/1/2024,MAT-0340,0.0,24.75,689.375,664.625,41207.7,16792.300000000003
2/1/2024,MAT-0382,0.0,24.75,1545.775,1521.025,41182.95,16817.050000000003
2/1/2024,MAT-0389,0.0,3.01,1266.225,1263.215,41179.939999999995,16820.060000000005
2/1/2024,MAT-0390,0.0,5.5,228.35,222.85,41174.439999999995,16825.560000000005
2/1/2024,MAT-0415,0.0,49.5,882.75,833.25,41124.939999999995,16875.060000000005
2/1/2024,MAT-0428,0.0,24.75,241.875,217.125,41100.189999999995,16899.810000000005
3/1/2024,MAT-0001,0.0,25.5,1927.525,1902.025,41074.689999999995,16925.310000000005
3/1/2024,MAT-0005,0.0,0.03,0.025,-0.005,41074.659999999996,16925.340000000004
3/1/2024,MAT-0013,0.0,10.5,332.275,321.775,41064.159999999996,16935.840000000004
3/1/2024,MAT-0056,0.0,24.76,25.925,1.1649999999999956,41039.399999999994,16960.600000000006
3/1/2024,MAT-0064,0.0,69.0,118.875,49.875,40970.399999999994,17029.600000000006
3/1/2024,MAT-0082,0.0,67.5,801.075,733.575,40902.899999999994,17097.100000000006
3/1/2024,MAT-0084,0.0,17.88,406.775,388.895,40885.02,17114.980000000003
3/1/2024,MAT-0097,148.5,0.0,147.875,296.375,41033.52,16966.480000000003
3/1/2024,MAT-0111,0.0,24.75,181.5,156.75,41008.77,16991.230000000003
3/1/2024,MAT-0142,0.0,18.0,1086.0,1068.0,40990.77,17009.230000000003
3/1/2024,MAT-0143,0.0,12.0,1061.4,1049.4,40978.77,17021.230000000003
3/1/2024,MAT-0144,0.0,142.5,1503.325,1360.825,40836.27,17163.730000000003
3/1/2024,MAT-0145,0.0,309.02,3055.525,2746.505,40527.25,17472.75
3/1/2024,MAT-0146,0.0,49.5,483.45,433.95,40477.75,17522.25
3/1/2024,MAT-0156,0.0,24.77,167.75,142.98,40452.98,17547.019999999997
3/1/2024,MAT-0264,148.5,49.5,585.04,684.04,40551.98,17448.019999999997
3/1/2024,MAT-0265,297.0,0.0,4.0,301.0,40848.98,17151.019999999997
3/1/2024,MAT-0270,0.0,51.0,134.7,83.69999999999999,40797.98,17202.019999999997
3/1/2024,MAT-0314,0.0,61.5,918.925,857.425,40736.48,17263.519999999997
3/1/2024,MAT-0318,0.0,24.75,298.5,273.75,40711.73,17288.269999999997
3/1/2024,MAT-0319,0.0,173.25,935.725,762.475,40538.48,17461.519999999997
3/1/2024,MAT-0321,0.0,24.75,173.3,148.55,40513.73,17486.269999999997
3/1/2024,MAT-0328,0.0,115.5,259.925,144.425,40398.23,17601.769999999997
3/1/2024,MAT-0375,0.0,0.1,0.225,0.125,40398.130000000005,17601.869999999995
3/1/2024,MAT-0378,0.0,24.75,89.125,64.375,40373.380000000005,17626.619999999995
3/1/2024,MAT-0382,0.0,74.26,1521.025,1446.765,40299.12,17700.879999999997
3/1/2024,MAT-0386,0.0,2.76,231.25,228.49,40296.36,17703.64
3/1/2024,MAT-0389,0.0,51.0,1263.215,1212.215,40245.36,17754.64
3/1/2024,MAT-0415,0.0,99.0,833.25,734.25,40146.36,17853.64
3/1/2024,MAT-0428,0.0,49.5,217.125,167.625,40096.86,17903.14
4/1/2024,MAT-0013,0.0,3.0,321.775,318.775,40093.86,17906.14
4/1/2024,MAT-0015,0.0,24.75,1663.45,1638.7,40069.11,17930.89
4/1/2024,MAT-0046,0.0,0.2,825.575,825.375,40068.91,17931.089999999997
4/1/2024,MAT-0055,0.0,0.2,652.17,651.9699999999999,40068.71000000001,17931.289999999994
4/1/2024,MAT-0082,0.0,22.5,733.575,711.075,40046.21000000001,17953.789999999994
4/1/2024,MAT-0084,0.0,74.25,388.895,314.645,39971.96000000001,18028.039999999994
4/1/2024,MAT-0099,0.0,24.75,989.675,964.925,39947.21000000001,18052.789999999994
4/1/2024,MAT-0111,0.0,24.75,156.75,132.0,39922.46000000001,18077.539999999994
4/1/2024,MAT-0112,0.0,124.28,202.08000000000004,77.80000000000004,39798.18000000001,18201.819999999992
4/1/2024,MAT-0143,0.0,18.0,1049.4,1031.4,39780.18000000001,18219.819999999992
4/1/2024,MAT-0144,0.0,25.5,1360.825,1335.325,39754.68000000001,18245.319999999992
4/1/2024,MAT-0145,0.0,96.01,2746.505,2650.495,39658.670000000006,18341.329999999994
4/1/2024,MAT-0146,0.0,24.75,433.95,409.2,39633.920000000006,18366.079999999994
4/1/2024,MAT-0156,0.0,24.75,142.98,118.23,39609.170000000006,18390.829999999994
4/1/2024,MAT-0229,0.0,49.5,201.555,152.055,39559.670000000006,18440.329999999994
4/1/2024,MAT-0261,178.5,0.0,205.05,383.55,39738.170000000006,18261.829999999994
4/1/2024,MAT-0264,0.0,49.5,684.04,634.54,39688.670000000006,18311.329999999994
4/1/2024,MAT-0270,0.0,36.0,83.69999999999999,47.69999999999999,39652.670000000006,18347.329999999994
4/1/2024,MAT-0314,0.0,43.5,857.425,813.925,39609.170000000006,18390.829999999994
4/1/2024,MAT-0317,0.0,0.5,163.175,162.675,39608.670000000006,18391.329999999994
4/1/2024,MAT-0318,0.0,49.5,273.75,224.25,39559.170000000006,18440.829999999994
4/1/2024,MAT-0319,445.5,173.27,762.475,1034.705,39831.40000000001,18168.59999999999
4/1/2024,MAT-0321,445.5,24.75,148.55,569.3,40252.15000000001,17747.84999999999
4/1/2024,MAT-0323,76.5,0.0,222.425,298.925,40328.65000000001,17671.34999999999
4/1/2024,MAT-0328,0.0,15.0,144.425,129.425,40313.65000000001,17686.34999999999
4/1/2024,MAT-0332,220.0,0.0,89.775,309.775,40533.65000000001,17466.34999999999
4/1/2024,MAT-0333,0.0,0.1,373.35,373.25,40533.55000000001,17466.44999999999
4/1/2024,MAT-0340,0.0,0.21,664.625,664.415,40533.34000000001,17466.65999999999
4/1/2024,MAT-0379,297.0,0.0,85.875,382.875,40830.34000000001,17169.65999999999
4/1/2024,MAT-0382,0.0,49.5,1446.765,1397.265,40780.84000000001,17219.15999999999
4/1/2024,MAT-0390,0.0,37.13,222.85,185.72,40743.710000000014,17256.289999999986
4/1/2024,MAT-0415,0.0,49.5,734.25,684.75,40694.210000000014,17305.789999999986
5/1/2024,MAT-0001,0.0,141.05,1902.025,1760.975,40553.16000000001,17446.83999999999
5/1/2024,MAT-0013,0.0,27.0,318.775,291.775,40526.16000000001,17473.83999999999
5/1/2024,MAT-0015,0.0,13.75,1638.7,1624.95,40512.41000000001,17487.58999999999
5/1/2024,MAT-0035,0.0,6.88,476.925,470.045,40505.53000000001,17494.469999999987
5/1/2024,MAT-0084,0.0,74.25,314.645,240.395,40431.28000000001,17568.719999999987
5/1/2024,MAT-0097,0.0,24.75,296.375,271.625,40406.53000000001,17593.469999999987
5/1/2024,MAT-0103,0.0,1.38,118.3,116.92,40405.150000000016,17594.849999999984
5/1/2024,MAT-0112,0.0,24.75,77.80000000000004,53.05000000000004,40380.400000000016,17619.599999999984
5/1/2024,MAT-0142,0.0,9.03,1068.0,1058.97,40371.37000000002,17628.629999999983
5/1/2024,MAT-0144,0.0,154.5,1335.325,1180.825,40216.87000000002,17783.129999999983
5/1/2024,MAT-0145,0.0,25.73,2650.495,2624.765,40191.140000000014,17808.859999999986
5/1/2024,MAT-0146,0.0,99.0,409.2,310.2,40092.140000000014,17907.859999999986
5/1/2024,MAT-0156,0.0,24.75,118.23,93.48,40067.390000000014,17932.609999999986
5/1/2024,MAT-0176,0.0,51.0,180.3,129.3,40016.390000000014,17983.609999999986
5/1/2024,MAT-0196,0.0,22.5,78.4,55.900000000000006,39993.890000000014,18006.109999999986
5/1/2024,MAT-0197,0.0,0.08,0.125,0.045,39993.81000000001,18006.189999999988
5/1/2024,MAT-0201,0.0,10.5,821.55,811.05,39983.31000000001,18016.689999999988
5/1/2024,MAT-0264,0.0,148.5,634.54,486.04,39834.81000000001,18165.189999999988
5/1/2024,MAT-0270,0.0,33.5,47.69999999999999,14.199999999999989,39801.31000000001,18198.689999999988
5/1/2024,MAT-0314,0.0,18.0,813.925,795.925,39783.31000000001,18216.689999999988
5/1/2024,MAT-0319,0.0,24.75,1034.705,1009.955,39758.56000000001,18241.439999999988
5/1/2024,MAT-0321,0.0,49.510000000000005,569.3,519.79,39709.05000000001,18290.94999999999
5/1/2024,MAT-0328,0.0,24.01,129.425,105.41500000000002,39685.04000000001,18314.959999999992
5/1/2024,MAT-0380,0.0,0.1,254.95,254.85,39684.94000000001,18315.05999999999
5/1/2024,MAT-0382,0.0,115.5,1397.265,1281.765,39569.44000000001,18430.55999999999
5/1/2024,MAT-0413,148.5,0.05,46.5,194.95,39717.89000000001,18282.109999999993
5/1/2024,MAT-0415,0.0,24.75,684.75,660.0,39693.14000000001,18306.859999999993
6/1/2024,MAT-0001,0.0,76.5,1760.975,1684.475,39616.64000000001,18383.359999999993
6/1/2024,MAT-0007,0.0,12.38,92.965,80.58500000000001,39604.26000000001,18395.73999999999
6/1/2024,MAT-0013,0.0,27.450000000000003,291.775,264.325,39576.81000000001,18423.189999999988
6/1/2024,MAT-0015,0.0,24.75,1624.95,1600.2,39552.06000000001,18447.939999999988
6/1/2024,MAT-0047,0.0,5.0,707.15,702.15,39547.06000000001,18452.939999999988
6/1/2024,MAT-0049,0.0,0.05,144.175,144.125,39547.01000000001,18452.98999999999
6/1/2024,MAT-0137,0.0,49.5,672.45,622.95,39497.51000000001,18502.48999999999
6/1/2024,MAT-0142,0.0,25.5,1058.97,1033.47,39472.01000000001,18527.98999999999
6/1/2024,MAT-0143,0.0,36.08,1031.4,995.32,39435.93000000001,18564.069999999992
6/1/2024,MAT-0144,0.0,25.5,1180.825,1155.325,39410.43000000001,18589.569999999992
6/1/2024,MAT-0145,0.0,163.5,2624.765,2461.265,39246.93000000001,18753.069999999992
6/1/2024,MAT-0146,0.0,24.75,310.2,285.45,39222.18000000001,18777.819999999992
6/1/2024,MAT-0156,0.0,24.75,93.48,68.72999999999999,39197.43000000001,18802.569999999992
6/1/2024,MAT-0176,0.0,25.5,129.3,103.8,39171.93000000001,18828.069999999992
6/1/2024,MAT-0197,0.0,0.05,0.045,-0.005,39171.880000000005,18828.119999999995
6/1/2024,MAT-0201,0.0,16.5,811.05,794.55,39155.380000000005,18844.619999999995
6/1/2024,MAT-0206,0.0,0.15,749.165,749.015,39155.23,18844.769999999997
6/1/2024,MAT-0229,0.0,49.5,152.055,102.555,39105.73,18894.269999999997
6/1/2024,MAT-0259,0.0,10.0,152.75,142.75,39095.73,18904.269999999997
6/1/2024,MAT-0270,0.0,4.52,14.199999999999989,9.679999999999987,39091.21000000001,18908.789999999994
6/1/2024,MAT-0314,0.0,30.0,795.925,765.925,39061.21000000001,18938.789999999994
6/1/2024,MAT-0316,0.0,16.560000000000002,91.59,75.03,39044.65000000001,18955.34999999999
6/1/2024,MAT-0319,0.0,44.0,1009.955,965.955,39000.65000000001,18999.34999999999
6/1/2024,MAT-0321,0.0,123.75,519.79,396.04,38876.90000000001,19123.09999999999
6/1/2024,MAT-0326,0.0,24.75,110.05,85.3,38852.15000000001,19147.84999999999
6/1/2024,MAT-0328,0.0,25.5,105.41500000000002,79.91500000000002,38826.65000000001,19173.34999999999
6/1/2024,MAT-0354,49.5,0.0,0.0,49.5,38876.15000000001,19123.84999999999
6/1/2024,MAT-0379,0.0,13.75,382.875,369.125,38862.40000000001,19137.59999999999
6/1/2024,MAT-0382,148.5,74.25,1281.765,1356.015,38936.65000000001,19063.34999999999
6/1/2024,MAT-0386,0.0,24.76,228.49,203.73,38911.89000000001,19088.109999999993
6/1/2024,MAT-0389,0.0,61.5,1212.215,1150.715,38850.39000000001,19149.609999999993
6/1/2024,MAT-0396,0.0,24.75,138.75,114.0,38825.64000000001,19174.359999999993
6/1/2024,MAT-0413,148.5,0.0,194.95,343.45,38974.14000000001,19025.859999999993
7/1/2024,MAT-0001,1708.5,0.0,1684.475,3392.9750000000004,40682.64000000001,17317.359999999993
7/1/2024,MAT-0055,24.75,0.0,651.9699999999999,676.7199999999999,40707.39000000001,17292.609999999993
7/1/2024,MAT-0146,445.5,0.0,285.45,730.95,41152.89000000001,16847.109999999993
7/1/2024,MAT-0174,24.75,0.0,0.0,24.75,41177.64000000001,16822.359999999993
7/1/2024,MAT-0317,148.5,0.0,162.675,311.175,41326.14000000001,16673.859999999993
7/1/2024,MAT-0319,297.0,0.0,965.955,1262.955,41623.14000000001,16376.859999999993
7/1/2024,MAT-0321,148.5,0.0,396.04,544.54,41771.64000000001,16228.359999999993
7/1/2024,MAT-0353,148.5,0.0,32.825,181.325,41920.14000000001,16079.859999999993
7/1/2024,MAT-0375,51.0,0.0,0.125,51.125,41971.14000000001,16028.859999999993
7/1/2024,MAT-0379,297.0,0.0,369.125,666.125,42268.14000000001,15731.859999999993
7/1/2024,MAT-0428,148.5,0.0,167.625,316.125,42416.64000000001,15583.359999999993
8/1/2024,MAT-0001,0.0,27.0,3392.9750000000004,3365.9750000000004,42389.64000000001,15610.359999999993
8/1/2024,MAT-0007,0.0,24.75,80.58500000000001,55.83500000000001,42364.89000000001,15635.109999999993
8/1/2024,MAT-0035,0.0,49.5,470.045,420.545,42315.39000000001,15684.609999999993
8/1/2024,MAT-0049,0.0,49.5,144.125,94.625,42265.89000000001,15734.109999999993
8/1/2024,MAT-0056,123.75,0.0,1.1649999999999956,124.915,42389.64000000001,15610.359999999993
8/1/2024,MAT-0084,0.0,49.51,240.395,190.885,42340.130000000005,15659.869999999995
8/1/2024,MAT-0143,0.0,96.0,995.32,899.32,42244.130000000005,15755.869999999995
8/1/2024,MAT-0145,0.0,67.55,2461.265,2393.715,42176.58,15823.419999999998
8/1/2024,MAT-0146,0.0,24.76,730.95,706.19,42151.82,15848.18
8/1/2024,MAT-0159,0.0,15.0,252.7,237.7,42136.82,15863.18
8/1/2024,MAT-0196,0.0,5.0,55.900000000000006,50.900000000000006,42131.82,15868.18
8/1/2024,MAT-0206,0.0,45.0,749.015,704.015,42086.82,15913.18
8/1/2024,MAT-0261,0.0,0.05,383.55,383.5,42086.77,15913.230000000003
8/1/2024,MAT-0314,0.0,34.65,765.925,731.275,42052.119999999995,15947.880000000005
8/1/2024,MAT-0316,0.0,24.75,75.03,50.28,42027.369999999995,15972.630000000005
8/1/2024,MAT-0318,0.0,49.5,224.25,174.75,41977.869999999995,16022.130000000005
8/1/2024,MAT-0319,0.0,24.75,1262.955,1238.205,41953.119999999995,16046.880000000005
8/1/2024,MAT-0321,0.0,225.48,544.54,319.05999999999995,41727.63999999999,16272.360000000008
8/1/2024,MAT-0327,0.0,49.51,331.525,282.015,41678.12999999999,16321.87000000001
8/1/2024,MAT-0328,0.0,10.5,79.91500000000002,69.41500000000002,41667.62999999999,16332.37000000001
8/1/2024,MAT-0389,0.0,25.5,1150.715,1125.215,41642.12999999999,16357.87000000001
8/1/2024,MAT-0415,0.0,49.5,660.0,610.5,41592.62999999999,16407.37000000001
9/1/2024,MAT-0001,0.0,33.0,3365.9750000000004,3332.9750000000004,41559.62999999999,16440.37000000001
9/1/2024,MAT-0007,0.0,9.63,55.83500000000001,46.205000000000005,41549.99999999999,16450.000000000007
9/1/2024,MAT-0009,0.0,208.0,577.2,369.2000000000001,41341.99999999999,16658.000000000007
9/1/2024,MAT-0035,0.0,49.5,420.545,371.045,41292.49999999999,16707.500000000007
9/1/2024,MAT-0054,0.0,24.75,0.0,-24.75,41267.74999999999,16732.250000000007
9/1/2024,MAT-0055,0.0,41.260000000000005,676.7199999999999,635.4599999999999,41226.48999999999,16773.51000000001
9/1/2024,MAT-0065,0.0,1.2,700.425,699.2249999999999,41225.28999999999,16774.710000000006
9/1/2024,MAT-0084,0.0,74.25,190.885,116.635,41151.03999999999,16848.960000000006
9/1/2024,MAT-0113,0.0,0.81,155.825,155.015,41150.229999999996,16849.770000000004
9/1/2024,MAT-0143,0.0,25.5,899.32,873.82,41124.729999999996,16875.270000000004
9/1/2024,MAT-0144,0.0,163.5,1155.325,991.825,40961.229999999996,17038.770000000004
9/1/2024,MAT-0145,0.0,280.54,2393.715,2113.175,40680.689999999995,17319.310000000005
9/1/2024,MAT-0148,0.0,24.75,282.4,257.65,40655.939999999995,17344.060000000005
9/1/2024,MAT-0198,0.0,1.81,573.375,571.565,40654.13,17345.870000000003
9/1/2024,MAT-0201,0.0,34.559999999999995,794.55,759.99,40619.57,17380.43
9/1/2024,MAT-0202,0.0,5.5,127.65,122.15,40614.07,17385.93
9/1/2024,MAT-0229,0.0,49.51,102.555,53.04500000000001,40564.56,17435.440000000002
9/1/2024,MAT-0233,0.0,0.03,6.6,6.569999999999999,40564.53,17435.47
9/1/2024,MAT-0259,112.5,0.0,142.75,255.25,40677.03,17322.97
9/1/2024,MAT-0265,0.0,0.8,301.0,300.2,40676.229999999996,17323.770000000004
9/1/2024,MAT-0266,0.0,0.5,0.4949999999999992,-0.005,40675.729999999996,17324.270000000004
9/1/2024,MAT-0268,0.0,6.0,308.7,302.7,40669.729999999996,17330.270000000004
9/1/2024,MAT-0270,0.0,51.0,9.679999999999987,-41.32,40618.729999999996,17381.270000000004
9/1/2024,MAT-0313,0.0,0.03,2.525,2.495,40618.7,17381.300000000003
9/1/2024,MAT-0314,0.0,37.5,731.275,693.775,40581.2,17418.800000000003
9/1/2024,MAT-0315,0.0,7.53,7.525,-0.005,40573.67,17426.33
9/1/2024,MAT-0316,0.0,24.75,50.28,25.53,40548.92,17451.08
9/1/2024,MAT-0317,0.0,24.75,311.175,286.425,40524.17,17475.83
9/1/2024,MAT-0319,0.0,49.5,1238.205,1188.705,40474.67,17525.33
9/1/2024,MAT-0321,0.0,156.75,319.05999999999995,162.30999999999997,40317.92,17682.08
9/1/2024,MAT-0325,0.0,0.2,636.3,636.0999999999999,40317.72,17682.28
9/1/2024,MAT-0328,0.0,51.0,69.41500000000002,18.41500000000002,40266.72,17733.28
9/1/2024,MAT-0339,0.0,0.1,0.775,0.675,40266.62,17733.379999999997
9/1/2024,MAT-0340,0.0,24.75,664.415,639.665,40241.87,17758.129999999997
9/1/2024,MAT-0375,0.0,25.5,51.125,25.625,40216.37,17783.629999999997
9/1/2024,MAT-0379,0.0,6.13,666.125,659.995,40210.240000000005,17789.759999999995
9/1/2024,MAT-0380,0.0,24.76,254.85,230.09,40185.48,17814.519999999997
9/1/2024,MAT-0382,0.0,173.25,1356.015,1182.765,40012.23,17987.769999999997
9/1/2024,MAT-0389,0.0,3.0,1125.215,1122.215,40009.23,17990.769999999997
9/1/2024,MAT-0415,0.0,74.25,610.5,536.25,39934.98,18065.019999999997
10/1/2024,MAT-0001,0.0,51.0,3332.9750000000004,3281.9750000000004,39883.98,18116.019999999997
10/1/2024,MAT-0007,0.0,24.75,46.205000000000005,21.455000000000005,39859.23,18140.769999999997
10/1/2024,MAT-0009,0.0,187.2,369.2000000000001,182.00000000000003,39672.030000000006,18327.969999999994
10/1/2024,MAT-0013,153.0,0.0,264.325,417.325,39825.030000000006,18174.969999999994
10/1/2024,MAT-0015,0.0,24.75,1600.2,1575.45,39800.280000000006,18199.719999999994
10/1/2024,MAT-0053,0.0,0.3,2.675,2.375,39799.98,18200.019999999997
10/1/2024,MAT-0082,0.0,22.5,711.075,688.575,39777.48,18222.519999999997
10/1/2024,MAT-0111,0.0,2.75,132.0,129.25,39774.73,18225.269999999997
10/1/2024,MAT-0112,0.0,3.38,53.05000000000004,49.67000000000004,39771.350000000006,18228.649999999994
10/1/2024,MAT-0137,0.0,49.5,622.95,573.45,39721.850000000006,18278.149999999994
10/1/2024,MAT-0143,0.0,25.53,873.82,848.2900000000001,39696.32000000001,18303.679999999993
10/1/2024,MAT-0144,0.0,51.0,991.825,940.825,39645.32000000001,18354.679999999993
10/1/2024,MAT-0145,0.0,112.61,2113.175,2000.565,39532.71000000001,18467.289999999994
10/1/2024,MAT-0146,148.5,173.25,706.19,681.44,39507.96000000001,18492.039999999994
10/1/2024,MAT-0147,0.0,10.53,19.3,8.770000000000001,39497.43000000001,18502.569999999992
10/1/2024,MAT-0156,0.0,49.5,68.72999999999999,19.22999999999999,39447.93000000001,18552.069999999992
10/1/2024,MAT-0196,0.0,0.2,50.900000000000006,50.7,39447.73000000001,18552.26999999999
10/1/2024,MAT-0206,0.0,45.0,704.015,659.015,39402.73000000001,18597.26999999999
10/1/2024,MAT-0236,0.0,24.75,67.15,42.400000000000006,39377.98000000001,18622.01999999999
10/1/2024,MAT-0314,0.0,7.5,693.775,686.275,39370.48000000001,18629.51999999999
10/1/2024,MAT-0316,0.0,24.75,25.53,0.7800000000000011,39345.73000000001,18654.26999999999
10/1/2024,MAT-0318,0.0,49.51,174.75,125.24,39296.22000000001,18703.77999999999
10/1/2024,MAT-0319,0.0,24.75,1188.705,1163.955,39271.47000000001,18728.52999999999
10/1/2024,MAT-0325,0.0,0.05,636.0999999999999,636.05,39271.420000000006,18728.579999999994
10/1/2024,MAT-0328,0.0,25.5,18.41500000000002,-7.085,39245.920000000006,18754.079999999994
10/1/2024,MAT-0340,0.0,0.1,639.665,639.5649999999999,39245.82000000001,18754.179999999993
10/1/2024,MAT-0356,0.0,5.5,7.225,1.7249999999999996,39240.32000000001,18759.679999999993
10/1/2024,MAT-0379,0.0,49.5,659.995,610.495,39190.82000000001,18809.179999999993
10/1/2024,MAT-0380,0.0,49.5,230.09,180.59,39141.32000000001,18858.679999999993
10/1/2024,MAT-0382,0.0,57.75,1182.765,1125.015,39083.57000000001,18916.429999999993
10/1/2024,MAT-0389,892.5,66.0,1122.215,1948.715,39910.07000000001,18089.929999999993
11/1/2024,MAT-0001,0.0,127.23,3281.9750000000004,3154.7450000000003,39782.840000000004,18217.159999999996
11/1/2024,MAT-0007,148.5,0.0,21.455000000000005,169.955,39931.340000000004,18068.659999999996
